HMIType,地址,SVI变量,中文名,英文名,Update,Save_Any1s,Storage_10ms,Storage_1s,And_10Min,NumberMax_10min,Mean_10min,Max_10min,Min_10min,StadDev_10Min,Onflow_10Min,Mean_10s,Max_10s,Min_10s,EdgeDetect,enCoding
COIL,954,HMI_Coil[954],面板启机,State_TMPHMIStartUpManualButton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a954
DISC,100901,HMI_Disc[901],返回事件状态，用于快照特定故障码触发,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100901
DISC,100902,HMI_Disc[902],固化IO取反反馈，需要实时查询修改按钮颜色,State_TMPWriteIOConfigBusy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100902
DISC,100903,HMI_Disc[903],固化故障码屏蔽反馈，需要实时查询修改按钮颜色,State_TMPWriteFCConfigBusy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100903
DISC,100905,HMI_Disc[905],变桨_激活反馈地址,State_ManuPitchRequest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100905
DISC,100907,HMI_Disc[907],风机是否允许功率管理，1允许，用于SCADA,State_AllowPowerManage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100907
DISC,100908,HMI_Disc[908],功率管理使能反馈，用于SCADA,State_PowerManageActived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100908
DISCIN,100909,HMI_Disc[909],可利用率标示，用于SCADA,State_TMPAvailabilityValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100909
DISC,100910,HMI_Disc[910],当前功率数据能否进入功率曲线的取样标识，用于SCADA,State_PowerCurveValid,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,b100910
DISC,100911,HMI_Disc[911],算法输出心跳，用于快照记录,State_AlgorithmHeartbeat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100911
DISC,100912,HMI_Disc[912],限功率状态,State_LoadLimitRequest,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b100912
DISC,100913,HMI_Disc[913],手动操作标志位,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100913
DISC,100914,HMI_Disc[914],HMI手动限功率使能反馈,State_LoadLimitManuActived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100914
DISC,100915,HMI_Disc[915],不能进入功率曲线的限制条件,State_PowerCurveStatisticDisable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100915
DISC,100916,HMI_Disc[916],主控给变桨心跳，不进总线,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100916
HREG,400001,HMI_HReg[1],参数修改-地址，写入地址号,State_TMPParaSetAddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400001
HREG,400003,HMI_HReg[2],查询事件编号，用于快照特定故障码触发,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400003
HREG,400005,HMI_HReg[3],偏航_手动扭揽值设定,State_TMPManuCableTwistValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400005
HREG,400007,HMI_HReg[4],登录名（字符串，占6个地址）,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400007
HREG,400013,HMI_HReg[7],机舱登录权限,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400013
HREG,400015,HMI_HReg[8],登录位置,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400015
HREG,400017,HMI_HReg[9],手动桨角1,State_ManuPitchAngleBlade1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400017
HREG,400019,HMI_HReg[10],手动速度1,State_ManuPitchSpeed1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400019
HREG,400021,HMI_HReg[11],手动桨角2,State_ManuPitchAngleBlade2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400021
HREG,400023,HMI_HReg[12],手动速度2,State_ManuPitchSpeed2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400023
HREG,400025,HMI_HReg[13],手动桨角3,State_ManuPitchAngleBlade3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400025
HREG,400027,HMI_HReg[14],手动速度3,State_ManuPitchSpeed3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400027
HREG,400033,HMI_HReg[17],塔基登录权限,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400033
HREG,400035,HMI_HReg[18],远程登录权限,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400035
HREG,400037,HMI_HReg[19],控制器时间ms数，占2个数组地址19-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400037
HREGREALOUT,400041,HMI_HReg[21],主控版本-主版本，副版本号。如00.01,State_VersionMain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400041
HREGINTOUT,400043,HMI_HReg[22],主控版本-测试号。枚举类型0-8对应A1-A9，9-17对应B1-B9,State_VersionTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400043
HREGREALOUT,400045,HMI_HReg[23],主控版本-配置文件版本。000.01,State_VersionConfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400045
HREG,400047,HMI_HReg[24],主控版本-测试号。枚举类型0-8对应A1-A9，9-17对应B1-B10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400047
HREG,400049,HMI_HReg[25],系统辨识选择1变桨响应，2力矩响应，3恒力矩,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400049
HREG,400051,HMI_HReg[26],变桨响应幅值,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400051
HREG,400053,HMI_HReg[27],变桨响应正弦波频率,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400053
HREG,400055,HMI_HReg[28],恒转矩测试功率,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400055
HREG,400057,HMI_HReg[29],恒转矩测试转速,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400057
HREG,400059,HMI_HReg[30],外协修正风速,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400059
HREG,400201,HMI_HReg[101],有功功率设定值，用于SCADA,State_TMPLoadLimitPPMActivePower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400201
HREG,400203,HMI_HReg[102],无功功率设定值，用于SCADA,State_TMPLoadLimitPPMReactivePower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400203
HREG,400205,HMI_HReg[103],设定转速，用于SCADA,State_TMPLoadLimitPPMRpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400205
HREG,400207,HMI_HReg[104],功率因数设定值，用于SCADA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400207
HREG,400209,HMI_HReg[105],算法数据采集周期，0.2表示0.2s，最小0.02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400209
HREG,400211,HMI_HReg[106],算法数据记录大小，默认50000000，表示47.68M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400211
HREG,400213,HMI_HReg[107],调试软件登陆权限,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400213
HREG,400215,HMI_HReg[108],有功功率设定值，用于HMI和调试软件,State_TMPLoadLimitManuActivePower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400215
HREG,400217,HMI_HReg[109],无功功率设定值，用于HMI和调试软件,State_TMPLoadLimitManuReactivePower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400217
HREG,400219,HMI_HReg[110],设定转速，用于HMI和调试软件,State_TMPLoadLimitManuRpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400219
HREGREALOUT,400383,HMI_HReg[192],正向有功-当前值,State_kWh_P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400383
HREGREALOUT,400385,HMI_HReg[193],反向有功-当前值,State_kWh_N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400385
HREGREALOUT,400387,HMI_HReg[194],正向无功-当前值,State_kVarh_P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400387
HREGREALOUT,400389,HMI_HReg[195],反向无功-当前值,State_kVarh_N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400389
HREG_CLEAR,400391,HMI_HReg[196],正向有功-设定值,State_TMPkWh_P_Setting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400391
HREG_CLEAR,400393,HMI_HReg[197],反向有功-设定值,State_TMPkWh_N_Setting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400393
HREG_CLEAR,400395,HMI_HReg[198],正向无功-设定值,State_TMPkVarh_P_Setting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400395
HREG_CLEAR,400397,HMI_HReg[199],反向无功-设定值,State_TMPkVarh_N_Setting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,d400397
HREG_CLEAR,400399,HMI_HReg[200],配置模式,State_TMPEnergySettingMode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d400399
IREG,300251,HMI_IReg[126],变桨系统故障字6，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300251
IREG,300253,HMI_IReg[127],变桨系统故障字7，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300253
IREG,300255,HMI_IReg[128],变桨系统故障字8，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300255
IREG,300257,HMI_IReg[129],变桨系统故障字9，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300257
IREG,300259,HMI_IReg[130],主控给定变频器控制字，用于快照记录，用于SCADA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300259
IREG,300261,HMI_IReg[131],变频器状态字，用于快照记录,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,c300261
IREG,300263,HMI_IReg[132],变频器故障状态字，用于快照记录,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300263
IREG,300265,HMI_IReg[133],算法主状态，用于快照记录,State_AlgorithmCallState,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300265
IREG,300267,HMI_IReg[134],主控CPU占用率,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300267
IREG,300269,HMI_IReg[135],发电机出口功率,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300269
IREG,300271,HMI_IReg[136],变桨控制字1，用于快照记录，用于SCADA,PTH_TcuControlWord1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300271
IREG,300273,HMI_IReg[137],变桨控制字2，用于快照记录，用于SCADA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300273
IREG,300275,HMI_IReg[138],变桨状态字1，用于快照记录，用于SCADA,PTH_PcuPitchStatusWord1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300275
IREG,300277,HMI_IReg[139],变桨状态字2，用于快照记录，用于SCADA,PTH_PcuPitchStatusWord2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300277
IREG,300279,HMI_IReg[140],变桨驱动器状态字1，用于快照记录，用于SCADA,PTH_PcuDriverStatusWordA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300279
IREG,300281,HMI_IReg[141],变桨驱动器状态字2，用于快照记录，用于SCADA,PTH_PcuDriverStatusWordA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300281
IREG,300283,HMI_IReg[142],变桨驱动器状态字3，用于快照记录，用于SCADA,PTH_PcuDriverStatusWordA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300283
IREG,300285,HMI_IReg[143],变桨驱动器故障字1，用于快照记录，用于SCADA,PTH_PcuActConvErrorCodeA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300285
IREG,300287,HMI_IReg[144],变桨驱动器故障字2，用于快照记录，用于SCADA,PTH_PcuActConvErrorCodeA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300287
IREG,300289,HMI_IReg[145],变桨驱动器故障字3，用于快照记录，用于SCADA,PTH_PcuActConvErrorCodeA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300289
IREG,300291,HMI_IReg[146],变桨系统故障字1，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300291
IREG,300293,HMI_IReg[147],变桨系统故障字2，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300293
IREG,300295,HMI_IReg[148],变桨系统故障字3，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300295
IREG,300297,HMI_IReg[149],变桨系统故障字4，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300297
IREG,300299,HMI_IReg[150],变桨系统故障字5，用于快照记录，用于SCADA,PTH_PcuAdditionalStatus5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300299
IREG,300301,HMI_IReg[151],最小有功功率反馈值，用于SCADA,State_LoadLimitActivePowerValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300301
IREG,300303,HMI_IReg[152],无功功率反馈值，用于SCADA,State_LoadLimitReactivePowerValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300303
IREG,300305,HMI_IReg[153],累计应发电量，用于SCADA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c300305
IREG,300307,HMI_IReg[154],当前理论可发最大功率，用于SCADA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300307
IREG,300309,HMI_IReg[155],绝对风向，用于SCADA,State_TrueWindDirection,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,c300309
IREG,300311,HMI_IReg[156],保护风速，用于SCADA,State_ProtectWindspeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300311
IREG,300313,HMI_IReg[157],最小功率限定值参数，用于SCADA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300313
IREG,300315,HMI_IReg[158],无功给定模式参数，用于SCADA,Para_ReactivePowerSetMode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300315
IREG,300317,HMI_IReg[159],主控给定算法的最小桨角，用于快照记录,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300317
IREG,300319,HMI_IReg[160],主控给定算法功率限定值，用于快照记录,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300319
IREG,300321,HMI_IReg[161],主控给定算法转速限定值，用于快照记录,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300321
IREG,300323,HMI_IReg[162],主控给定算法未并网时转速限定,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300323
IREG,300325,HMI_IReg[163],主控给定算法低稳态转速，用于快照记录,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300325
IREG,300327,HMI_IReg[164],主控给定算法动态Kopt，用于快照记录,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300327
IREG,300329,HMI_IReg[165],算法给主控目标桨角，用于快照记录,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300329
IREG,300331,HMI_IReg[166],算法给主控目标扭矩，用于快照记录,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300331
IREG,300333,HMI_IReg[167],算法风速,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,c300333
IREG,300335,HMI_IReg[199],修正后的空气密度,no,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c300335
IREG,300337,HMI_IReg[169],系统辨识锁定桨角,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300337
IREG,300339,HMI_IReg[170],系统辨识锁定转矩,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300339
IREG,300341,HMI_IReg[171],系统辨识当前步骤,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300341
IREG,300343,HMI_IReg[172],系统辨识计时,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300343
IREG,300345,HMI_IReg[173],主控计数,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300345
IREG,300347,HMI_IReg[174],首发故障码地址,State_FirstFaultAddress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300347
IREG,303441,HMI_IReg[1721],AlgStateP_SpeedSetpointRateLimit,State_TMPP_SpeedSetpointRateLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303441
IREG,303443,HMI_IReg[1722],AlgStateP_RatedGeneratorSpeed,State_TMPP_RatedGeneratorSpeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303443
IREG,303445,HMI_IReg[1723],AlgStateP_SteadyShaftPowerLimit,State_TMPP_SteadyShaftPowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303445
IREG,303447,HMI_IReg[1724],AlgStateCI_AlgSpeedSetpointLimit,State_TMPCI_AlgSpeedSetpointLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303447
IREG,303449,HMI_IReg[1725],AlgStateCI_AlgPowerSetpointLimit,State_TMPCI_AlgPowerSetpointLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303449
IREG,303451,HMI_IReg[1726],AlgStateD_GeneratorSpeedSetpoint,State_TMPD_GeneratorSpeedSetpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303451
IREG,303453,HMI_IReg[1727],AlgStateD_GeneratorTorqueSetpoint,State_TMPD_GeneratorTorqueSetpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303453
IREG,303455,HMI_IReg[1728],AlgStateD_DeRatedSpeed,State_TMPD_DeRatedSpeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303455
IREG,303457,HMI_IReg[1729],AlgStateD_DeRatedPower,State_TMPD_DeRatedPower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303457
IREG,303459,HMI_IReg[1730],AlgStateD_ShaftPowerSetpointTarget,State_TMPD_ShaftPowerSetpointTarget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303459
IREG,303461,HMI_IReg[1731],AlgStateD_ShaftTorqueSetpointTarget,State_TMPD_ShaftTorqueSetpointTarget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303461
IREG,303463,HMI_IReg[1732],AlgStateD_ShaftSpeedSetpointTarget,State_TMPD_ShaftSpeedSetpointTarget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303463
IREG,303465,HMI_IReg[1733],AlgStateD_ShaftPowerSetpoint,State_TMPD_ShaftPowerSetpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303465
IREG,303467,HMI_IReg[1734],AlgStateD_PowerControlTorqueSetpoint,State_TMPD_PowerControlTorqueSetpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303467
IREG,303469,HMI_IReg[1735],AlgStateD_PowerControlSpeedSetpoint,State_TMPD_PowerControlSpeedSetpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303469
IREG,303471,HMI_IReg[1736],AlgStateD_EMSPowerControlSpeedSetpoint,State_TMPD_EMSPowerControlSpeedSetpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303471
IREG,303473,HMI_IReg[1737],AlgStateD_EMSPowerControlTorqueSetpoint,State_TMPD_EMSPowerControlTorqueSetpoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303473
IREG,303475,HMI_IReg[1738],AlgOutdataTorqueDemand,State_TMPTorqueDemand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303475
IREG,303477,HMI_IReg[1739],AlgOutdataPitchDemand,State_TMPPitchDemand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303477
IREG,303479,HMI_IReg[1740],AlgIndataInGenSpeed,State_TMPInGenSpeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303479
IREG,303481,HMI_IReg[1741],AlgIndataInTorque,State_TMPInTorque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303481
IREG,303483,HMI_IReg[1742],AlgIndataInPitch,State_TMPInPitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303483
IREG,300351,HMI_IReg[176],给SCADA正向有功总电能偏移,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300351
IREG,300353,HMI_IReg[177],给SCADA反向有功总电能偏移,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300353
IREG,300355,HMI_IReg[178],给SCADA正向无功总电能偏移,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300355
IREG,300357,HMI_IReg[179],给SCADA反向无功总电能偏移,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300357
IREG,300381,HMI_IReg[191],主控版本号,State_EncodeVersion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300381
IREG,300383,HMI_IReg[192],前置机版本号,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300383
IREG,300201,HMI_IReg[101],功率,State_ActivePower,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,c300201
IREG,300203,HMI_IReg[102],风速,State_DisplayWindspeed,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,c300203
IREG,300205,HMI_IReg[103],扭矩,State_ActualTorque,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,c300205
IREG,300207,HMI_IReg[104],桨角,State_PitchAngleBlade1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,c300207
IREG,300209,HMI_IReg[105],主轴转速,State_TurbineRotorRpm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,c300209
IREG,300211,HMI_IReg[106],转速,State_TurbineRotorRpm,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,c300211
IREG,300213,HMI_IReg[107],总发电量,ENG_kWh_P,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c300213
